Date,Vendor,Plant Location,Category,Material Type,Defect Type,Defect,Total Defect Qty,Total Downtime Minutes
24/05/2019,Fivechat,Climax,Materials & Components,Raw Materials,Impact,Integrity Failure,128281,2713
15/02/2019,Buzzdog,Savannah,Mechanicals,Raw Materials,No Impact,Inclomplete,572073,4978
10/05/2019,Twimm,Garwood,Materials & Components,Raw Materials,No Impact,Incorrect Material,351126,66
24/12/2019,Jetpulse,Charlevoix,Logistics,Controllers,No Impact,Foreign objects found,927493,844
07/01/2019,Meejo,Clarksville,Mechanicals,Labels,Rejected,Misc,500569,2386
20/12/2019,Ntag,Weaverville,Mechanicals,Raw Materials,No Impact,Not Certified,161718,3487
17/11/2019,Yodel,Chesaning,Packaging,Corrugate,Impact,Poor Fit,272892,2281
14/05/2018,Dynava,Waldoboro,Mechanicals,Raw Materials,No Impact,Damaged Secondary Packaging,483129,2634
13/02/2019,Topiclounge,Barling,Mechanicals,Labels,Rejected,Misc,582169,3047
30/03/2018,Twitterwire,Frazer,Logistics,Corrugate,Rejected,Wrong  Size,299918,146
17/11/2019,Avavee,Bruce Crossing,Goods & Services,Corrugate,Rejected,Print defects,34985,4112
29/10/2018,Centidel,Bloomingdale,Mechanicals,Raw Materials,No Impact,Foreign Material,717099,3561
27/02/2018,Jetpulse,Jordan Valley,Packaging,Corrugate,No Impact,Wrong Shade of Color,16186,2308
20/12/2018,Aibox,Climax,Materials & Components,Corrugate,Impact,Bad Seams,433222,410
04/11/2018,Yacero,Jordan Valley,Materials & Components,Glass,No Impact,Stones and Sand,595731,4914
27/04/2019,Youopia,Riverside,Electrical,Carton,No Impact,Bad Fasteners,119656,3555
07/02/2019,Kare,Chatham,Mechanicals,Raw Materials,No Impact,Damaged in Transit,987754,1907
03/06/2019,Brainverse,Waldoboro,Packaging,Corrugate,Impact,Skewed,969347,484
24/04/2018,Flashset,Savannah,Mechanicals,Labels,Impact,No Adhesive,621706,3837
07/06/2019,JumpXS,Riverside,Packaging,Raw Materials,Rejected,Out of Spec,960696,1841
15/10/2019,Shufflester,Charles City,Mechanicals,Raw Materials,No Impact,Bad Parameters,680990,3095
03/06/2019,Flipopia,Barling,Goods & Services,Raw Materials,Rejected,Misc,862206,4139
28/01/2018,Zoozzy,Weaverville,Mechanicals,Corrugate,Impact,Warping,582271,2078
17/03/2019,Geba,June Lake,Logistics,Batteries,No Impact,Foreign objects found,333268,2734
24/03/2019,Wordify,Jordan Valley,Logistics,Film,Impact,Tension Issues,803999,2683
19/05/2018,Edgeify,Riverside,Packaging,Hardware,Rejected,Leaking Seals,236193,4692
01/03/2019,Voonder,Clay,Mechanicals,Raw Materials,Rejected,Damaged in Transit,896008,1486
18/06/2019,Bubblebox,Charles City,Logistics,Corrugate,Impact,Poor Pairing,298509,1184
12/04/2019,Meeveo,Jordan Valley,Packaging,Molds,Rejected,Dents,72089,219
19/05/2019,Yabox,Bruce Crossing,Logistics,Corrugate,Impact,Weak Walls,932932,793
30/08/2019,Centizu,Charles City,Packaging,Carton,Impact,Wrong Fasteners,410056,4772
15/11/2019,Thoughtstorm,Prescott,Goods & Services,Film,Rejected,Film Not Intact,526486,948
11/12/2018,Twitterwire,Florence,Mechanicals,Carton,Impact,Skewed Cartons,167764,4615
30/04/2018,Chatterbridge,Jordan Valley,Packaging,Corrugate,Impact,Overlapping Seam,477941,3555
17/11/2019,Yombu,Prescott,Mechanicals,Raw Materials,No Impact,Not Certified,464723,2595
15/10/2018,Skyble,Clay,Mechanicals,Raw Materials,Rejected,Out of Spec,493547,3068
09/10/2018,Skajo,New Britain,Mechanicals,Raw Materials,Rejected,Damaged Secondary Packaging,605043,2641
30/05/2019,Katz,Barling,Logistics,Corrugate,Rejected,Warping,874141,361
11/08/2018,Linkbridge,June Lake,Logistics,Corrugate,Impact,Skewed,837339,2331
10/12/2019,Jabbersphere,Climax,Materials & Components,Raw Materials,Rejected,Foreign Material,49512,1553
26/03/2018,Realpoint,Bloomingdale,Materials & Components,Raw Materials,No Impact,Inclomplete,600521,4965
14/02/2019,Yombu,Prescott,Mechanicals,Raw Materials,No Impact,Out of Support,823975,111
10/09/2019,Eabox,Barling,Mechanicals,Raw Materials,Rejected,Damaged in Transit,692517,4649
21/03/2018,Roombo,June Lake,Materials & Components,Raw Materials,No Impact,Inclomplete,24280,3714
22/06/2019,Skivee,Charlevoix,Materials & Components,Labels,No Impact,Wrong Label,488923,1472
06/07/2019,Twiyo,Ripton,Mechanicals,Raw Materials,No Impact,Damaged in Transit,810392,899
07/10/2018,Digitube,Bloomingdale,Logistics,Corrugate,No Impact,Bad Seams,108906,3741
20/10/2019,Eazzy,Climax,Mechanicals,Raw Materials,No Impact,Bad Parameters,739456,3431
13/01/2019,Devbug,Garwood,Logistics,Corrugate,Impact,Warping,778880,1885
24/05/2019,Thoughtmix,Clarksville,Mechanicals,Film,Rejected,Misc,872083,1798
01/02/2018,Skimia,Clay,Logistics,Labels,No Impact,Print Impression,910930,4073
19/03/2018,Oba,Waldoboro,Goods & Services,Carton,Impact,Cartons Not Opening,888793,2869
23/10/2018,Ainyx,Clay,Mechanicals,Raw Materials,Rejected,Damaged in Transit,890122,2282
03/12/2019,Yakijo,Middletown,Logistics,Raw Materials,No Impact,Integrity Failure,428925,4356
03/05/2019,Riffwire,Waldoboro,Packaging,Carton,Rejected,Poor Seam,533476,4647
05/08/2018,Geba,Reading,Packaging,Raw Materials,No Impact,Misc,814725,3500
27/08/2019,Wordtune,Charles City,Packaging,Raw Materials,Rejected,Integrity Failure,344650,1069
09/03/2019,Bluezoom,Westside,Packaging,Molds,Impact,Contamination,280336,1753
08/02/2018,Topiczoom,Bloomingdale,Mechanicals,Controllers,Rejected,Burnt,68984,3521
29/06/2018,Vimbo,New Britain,Mechanicals,Raw Materials,Rejected,Wrong Shade of Color,313995,4165
14/01/2018,Thoughtbeat,Twin Rocks,Goods & Services,Raw Materials,Impact,Integrity Failure,873855,4048
16/06/2019,Tekfly,Florence,Logistics,Corrugate,Rejected,Damaged Secondary Packaging,1505,4139
25/03/2018,Oodoo,Jordan Valley,Packaging,Corrugate,Impact,Gap Variation,640318,1543
21/11/2018,Feedmix,New Britain,Goods & Services,Corrugate,Rejected,Bad Seams,364544,4978
13/04/2019,Avamba,Garwood,Mechanicals,Film,Impact,Split Seams,691996,408
25/12/2018,Fliptune,New Britain,Logistics,Labels,Impact,Film Not Sealing,800186,1751
08/01/2019,Photobug,Frazer,Mechanicals,Raw Materials,No Impact,Broken Valve Seal,676367,660
02/10/2018,Dazzlesphere,Bloomingdale,Packaging,Corrugate,Impact,False scores,592600,727
18/03/2019,Youtags,Chatham,Materials & Components,Corrugate,No Impact,Scrap attached,867533,3729
03/02/2018,Devpulse,Chesaning,Mechanicals,Raw Materials,No Impact,Component Failure,674091,4639
20/10/2019,Skyndu,Florence,Mechanicals,Raw Materials,No Impact,Not Certified,696772,1164
28/08/2018,Roodel,Jordan Valley,Logistics,Corrugate,Impact,Dimensions - Bad Finishing,802750,424
01/10/2019,Tambee,Clay,Logistics,Controllers,Rejected,Missing Liner,625057,1086
26/11/2019,Buzzshare,Charles City,Mechanicals,Controllers,No Impact,Wrong Shade of Color,951280,1549
08/06/2019,Gevee,Barling,Mechanicals,Motors,No Impact,Not Certified,647084,3828
23/12/2019,JumpXS,Barling,Packaging,Corrugate,Rejected,Poor Pairing,794788,2768
16/12/2018,Bubblemix,Cottonwood,Mechanicals,Labels,Rejected,Misc,598999,4731
22/06/2018,Katz,Savannah,Materials & Components,Film,Impact,Tension Issues,736454,3287
09/04/2019,Jabberstorm,Jordan Valley,Mechanicals,Film,Rejected,Film Not Intact,975972,2612
23/02/2018,Skivee,Chesaning,Packaging,Corrugate,Rejected,Bad Seams,256466,3529
03/03/2018,Fivebridge,Prescott,Mechanicals,Mechanicals,No Impact,Incorrect Color,329820,4522
24/04/2018,Edgeify,Prescott,Electrical,Corrugate,No Impact,Dimensions - Bad Finishing,472522,3770
22/05/2018,Skalith,Charles City,Electrical,Carton,No Impact,Printing Defects,306820,2120
02/10/2019,Jaxnation,Bruce Crossing,Logistics,Film,Rejected,Split Seams,275797,4504
14/09/2019,Realmix,Clarksville,Electrical,Carton,Rejected,Printing Defects,156204,4226
04/12/2019,Brainverse,Bloomingdale,Logistics,Batteries,Impact,Defective Rims,480756,2669
29/06/2018,Feedfish,Charlevoix,Goods & Services,Corrugate,Impact,Bad Seams,402497,2979
26/05/2019,Jabbersphere,Chesaning,Mechanicals,Film,Rejected,Misc,274012,136
10/06/2019,Photospace,Bruce Crossing,Mechanicals,Motors,No Impact,Damaged in Transit,888556,1712
06/11/2018,Quire,Jordan Valley,Materials & Components,Raw Materials,Rejected,Foreign Material,343486,558
26/11/2018,Vinte,Chesaning,Logistics,Batteries,Impact,Warped,840365,633
24/11/2019,Pixoboo,Riverside,Mechanicals,Raw Materials,No Impact,Not Certified,766695,4219
22/09/2019,Camimbo,Charles City,Mechanicals,Carton,Rejected,Inside Scoring,524896,22
17/01/2018,Meeveo,Clay,Logistics,Labels,Impact,Film Not Sealing,377928,2010
09/06/2019,Blognation,Hingham,Mechanicals,Film,Rejected,Split Seams,76854,2904
07/11/2018,Browsedrive,Frazer,Packaging,Hardware,Impact,Missing Components,391255,969
02/12/2018,Gabtype,Weaverville,Mechanicals,Valves,No Impact,Bad Insert,205806,2957
05/11/2019,Voonix,Middletown,Electrical,Packaging,Rejected,String Defects,157992,3270
29/01/2019,Midel,New Britain,Logistics,Labels,Impact,Misc,271533,1332
09/03/2019,Centimia,Riverside,Goods & Services,Film,Rejected,Loose Core,805529,4716
28/01/2019,Dablist,Jordan Valley,Mechanicals,Labels,Rejected,Split Seams,334952,4230
27/09/2019,Babbleset,June Lake,Mechanicals,Raw Materials,No Impact,Not Certified,961825,1966
04/10/2018,Browseblab,Chesaning,Mechanicals,Controllers,No Impact,Foreign objects found,777600,4583
01/10/2019,Zoomlounge,Charlevoix,Materials & Components,Electrolytes,Impact,Deformed Parts,681455,4041
16/01/2018,Aibox,Jordan Valley,Packaging,Carton,No Impact,Bad Carton Packaging,986699,797
09/03/2019,Gabvine,Charlevoix,Packaging,Corrugate,No Impact,Bad Seams,281736,4359
15/03/2019,Photobean,Riverside,Materials & Components,Raw Materials,No Impact,Incorrect Labeling,341315,1466
25/04/2018,Devpoint,Bloomingdale,Logistics,Labels,Rejected,Too Much Chemicals,429685,3936
31/12/2019,Livetube,Charlevoix,Mechanicals,Raw Materials,No Impact,Not Certified,318118,2012
09/10/2019,Realbridge,Frazer,Logistics,Corrugate,Impact,Cracked,890207,2241
29/04/2019,Quaxo,De Ruyter,Packaging,Pump,Rejected,Damaged Parts,866212,4691
02/09/2019,Yabox,Jordan Valley,Packaging,Carton,Impact,Bad Bond,423712,3095
09/12/2018,Realpoint,Waldoboro,Logistics,Electrolytes,Impact,Misc,617660,1475
03/08/2019,Yombu,Westside,Materials & Components,Film,Impact,Failed Tension Test,786289,4323
07/08/2018,Digitube,Waldoboro,Mechanicals,Raw Materials,Rejected,Out of Spec,183613,1957
23/02/2018,Camido,Florence,Logistics,Batteries,Impact,Warped,625836,1615
19/05/2018,Wikibox,Riverside,Logistics,Corrugate,Impact,Bad Seams,312132,1016
09/04/2019,Browsedrive,Waldoboro,Mechanicals,Raw Materials,No Impact,Foreign Material,360620,484
08/07/2019,Zoozzy,Bloomingdale,Electrical,Packaging,Rejected,Does Not Run,13788,2701
15/10/2019,Yabox,Waldoboro,Logistics,Corrugate,Rejected,Warping,453222,3393
25/02/2019,Thoughtbridge,Henning,Logistics,Corrugate,No Impact,Bad Seams,464452,2098
26/11/2019,Realbuzz,Prescott,Packaging,Carton,Impact,Poor Pairing,776766,3070
01/07/2018,Eire,Clarksville,Goods & Services,Corrugate,Impact,Warping,980125,3851
08/02/2018,Roomm,Prescott,Mechanicals,Composites,Rejected,Bad Tiles,77204,2181
01/11/2019,Skyndu,Waldoboro,Goods & Services,Raw Materials,No Impact,Bad Parameters,418769,4275
26/04/2018,Talane,Riverside,Logistics,Corrugate,Impact,Warping,305547,1483
13/11/2018,Meeveo,Clay,Materials & Components,Corrugate,Impact,Liner Misalignment,257490,2333
13/04/2018,Browsedrive,Waldoboro,Goods & Services,Corrugate,Impact,Bad Seams,770631,3802
15/11/2018,Jaxnation,Waldoboro,Logistics,Corrugate,Impact,Print defects,277793,4307
23/08/2019,Kamba,Henning,Materials & Components,Raw Materials,No Impact,Out of Spec,951686,1113
21/04/2019,Reallinks,June Lake,Logistics,Controllers,Impact,Warped,210530,4411
12/10/2019,Eare,Twin Rocks,Logistics,Corrugate,Impact,Wrong Fasteners,197853,898
02/01/2019,Fliptune,Middletown,Packaging,Labels,Impact,Wrong Registration,611755,3391
04/11/2019,Dynabox,Reading,Mechanicals,Raw Materials,No Impact,Not Certified,97884,3480
18/10/2019,Gigabox,Barling,Mechanicals,Raw Materials,No Impact,Not Certified,4530,4647
27/04/2019,Babblestorm,Charles City,Logistics,Batteries,Rejected,Warped,29857,597
01/10/2018,Voomm,Ripton,Mechanicals,Raw Materials,No Impact,Wrong material,699240,401
29/11/2018,Aimbu,Chatham,Packaging,Electrolytes,Impact,Missing Components,619680,4380
01/10/2018,Yoveo,Riverside,Mechanicals,Carton,Rejected,Bad Carton Packaging,69078,4814
19/05/2019,Linklinks,Charles City,Logistics,Corrugate,Impact,Poor Pairing,975315,643
12/03/2018,Feedfire,Weaverville,Packaging,Corrugate,No Impact,Mixed Product,36433,4031
04/08/2018,Meemm,June Lake,Materials & Components,Electrolytes,No Impact,Dents,493408,1495
25/02/2019,Browsetype,Prescott,Mechanicals,Raw Materials,Impact,Foreign Material,112451,3908
31/07/2018,Flashdog,June Lake,Logistics,Corrugate,Impact,Wrong  Size,401420,1915
06/10/2018,Demivee,Florence,Logistics,Corrugate,Rejected,Wrong  Size,815928,4036
05/11/2018,Brainbox,Cottonwood,Goods & Services,Drives,Rejected,Thin Packaging,247639,4252
05/06/2018,Ainyx,Savannah,Packaging,Corrugate,Impact,Gap Variation,694133,1000
12/06/2018,Yodo,Reading,Goods & Services,Corrugate,Rejected,Wrong  Size,419476,2663
28/10/2018,Dabtype,Bloomingdale,Mechanicals,Carton,No Impact,Printing Defects,925000,1512
15/10/2019,Oyoba,Clarksville,Mechanicals,Raw Materials,Rejected,Contamination,227448,3963
14/11/2018,Youtags,Bloomingdale,Materials & Components,Corrugate,No Impact,Liner Misalignment,123938,2902
29/05/2018,Skajo,De Ruyter,Logistics,Corrugate,Impact,Bad Seams,401190,1049
03/03/2019,Yata,Chesaning,Goods & Services,Corrugate,Impact,Too Stiff,797815,514
28/01/2019,Blogpad,Garwood,Materials & Components,Film,Impact,Expired,273443,3083
20/08/2019,Buzzster,New Britain,Materials & Components,Raw Materials,Impact,Out of Spec,903778,3958
18/11/2018,Skyndu,Charlevoix,Materials & Components,Labels,No Impact,Slitting Erorrs,870288,1900
08/07/2018,Youopia,Prescott,Packaging,Pump,Impact,No Torque,142704,1866
01/03/2018,Babbleset,Bloomingdale,Goods & Services,Corrugate,Impact,Wrong  Size,909051,982
24/01/2018,Voonte,De Ruyter,Packaging,Hardware,Impact,No Screws,6997,953
03/03/2019,Yadel,Savannah,Packaging,Molds,Rejected,Top Too Small,472551,4562
21/07/2019,Browsezoom,Cottonwood,Mechanicals,Motors,No Impact,Other,868436,3085
19/08/2019,Feedfire,Garwood,Goods & Services,Molds,Impact,Soft Sides,923924,675
07/01/2019,Meejo,New Britain,Logistics,Raw Materials,No Impact,Incorrect Labeling,280367,3432
16/12/2018,Zoozzy,Barling,Logistics,Film,Impact,Wrong Core,190993,3007
29/03/2018,Browseblab,Reading,Mechanicals,Raw Materials,No Impact,Wrong Spec Date,832447,950
26/05/2019,Skidoo,Weaverville,Logistics,Batteries,No Impact,Foreign objects found,689119,1719
27/05/2019,Flashset,Clarksville,Mechanicals,Motors,No Impact,Other,464423,995
17/02/2018,Trunyx,Bruce Crossing,Mechanicals,Raw Materials,Rejected,Damaged in Transit,654429,2052
19/06/2018,Kazu,De Ruyter,Goods & Services,Film,No Impact,Loose Core,402466,4782
13/08/2019,Babblestorm,June Lake,Mechanicals,Raw Materials,No Impact,Not Certified,444591,3829
20/09/2019,Jabbertype,De Ruyter,Goods & Services,Raw Materials,No Impact,Not Certified,75555,1434
01/06/2018,Topiczoom,Prescott,Logistics,Corrugate,Impact,Bad Seams,58956,4207
01/09/2018,Aivee,Chesaning,Materials & Components,Glass,No Impact,Stones and Sand,36281,2850
18/06/2019,Quatz,Charles City,Packaging,Raw Materials,No Impact,Not Certified,825218,4612
27/10/2019,Dablist,Hingham,Mechanicals,Controllers,Rejected,Warped,447066,1353
09/10/2019,Eidel,Clarksville,Logistics,Controllers,Impact,Damaged,697769,1109
05/02/2019,Wikizz,Henning,Logistics,Batteries,Impact,Warped,932837,1371
17/09/2018,Agivu,Chatham,Materials & Components,Glass,Impact,Bad Finish,939983,3900
19/02/2019,Brainsphere,Charles City,Goods & Services,Corrugate,Impact,Dimensions - Bad Finishing,869155,445
04/12/2019,Riffpath,Jordan Valley,Goods & Services,Film,Rejected,Loose Core,190331,4157
27/11/2019,Rooxo,Waldoboro,Mechanicals,Raw Materials,No Impact,Not Certified,138806,184
14/11/2018,Kaymbo,Riverside,Mechanicals,Raw Materials,No Impact,Inclomplete,89799,4067
16/04/2018,Buzzster,Cottonwood,Logistics,Film,Impact,Wrong Core,423247,4632
03/05/2019,Wikizz,Chesaning,Packaging,Corrugate,Impact,Dirty,720733,853
12/11/2019,Flashspan,Climax,Packaging,Raw Materials,Rejected,Incorrect Material,570586,892
08/06/2019,Yodel,Garwood,Logistics,Corrugate,Impact,Mixed Product,254711,1069
15/02/2018,Shuffledrive,Hingham,Logistics,Corrugate,No Impact,Delamination,284056,1992
07/03/2018,Pixonyx,Savannah,Mechanicals,Carton,Rejected,Wrong Cut,328383,502
09/02/2018,Topicshots,Bloomingdale,Goods & Services,Film,Rejected,Wrong Label,416683,1636
01/11/2019,Zooxo,Twin Rocks,Mechanicals,Raw Materials,No Impact,Out of Spec,225008,82
10/05/2019,Thoughtstorm,Cottonwood,Mechanicals,Motors,No Impact,Damaged in Transit,518493,657
23/04/2018,Devify,Waldoboro,Logistics,Controllers,Impact,Bad Print,40086,867
14/02/2019,Quire,Bloomingdale,Logistics,Corrugate,Impact,Scrap attached,883590,4003
16/02/2019,Meetz,Climax,Packaging,Labels,Impact,Incorrect Material,955870,1780
24/02/2018,Quaxo,Reading,Materials & Components,Glass,Impact,Scratched Glass,100115,1324
04/08/2019,Jaloo,Waldoboro,Mechanicals,Raw Materials,No Impact,Out of Spec,77113,2389
30/06/2019,Feednation,Climax,Logistics,Drives,Impact,Contamination,472015,1638
16/04/2019,Buzzster,Garwood,Logistics,Raw Materials,Rejected,Contamination,258812,751
07/10/2019,Voomm,Bruce Crossing,Logistics,Corrugate,Rejected,Warping,101759,133
15/01/2018,Yata,Hingham,Mechanicals,Raw Materials,Impact,Wrong material,658516,4872
29/12/2019,Skinder,Weaverville,Materials & Components,Corrugate,Impact,Poor Pairing,538274,3657
13/07/2018,Realblab,Bruce Crossing,Logistics,Film,Impact,Loose Core,89218,2325
11/09/2019,Youspan,Garwood,Goods & Services,Raw Materials,No Impact,Not Certified,789055,2844
26/09/2018,Thoughtbridge,Chesaning,Logistics,Corrugate,No Impact,Bad Seams,312859,1692
07/07/2018,Babblestorm,Westside,Logistics,Corrugate,Impact,Bad Seams,788595,1434
06/02/2019,Latz,Florence,Logistics,Corrugate,Impact,Warping,493898,474
12/04/2018,Feedbug,Weaverville,Logistics,Corrugate,Impact,Bad Seams,817765,3770
05/04/2018,Kanoodle,Frazer,Electrical,Carton,Rejected,Printing Defects,533045,1820
12/04/2019,Dabshots,Reading,Packaging,Labels,Rejected,Print Impression,51581,3706
04/08/2018,Gigazoom,Henning,Materials & Components,Corrugate,No Impact,Warping,994530,2167
19/11/2019,Feedfire,New Britain,Goods & Services,Raw Materials,No Impact,Bad Parameters,80339,61
27/02/2019,Minyx,Westside,Materials & Components,Raw Materials,No Impact,No Bar Code,985255,1315
27/05/2019,Dabshots,Clay,Materials & Components,Glass,No Impact,Packaging Damaged,837778,4689
25/03/2019,Vimbo,Weaverville,Logistics,Controllers,Rejected,Print Problems,749408,2256
21/06/2019,Kazio,Charlevoix,Logistics,Corrugate,Impact,Poor Pairing,753052,1495
12/03/2018,Lazzy,Clarksville,Goods & Services,Labels,Impact,Print Impression,495369,1113
21/10/2018,Roombo,Waldoboro,Materials & Components,Glass,No Impact,Stones and Sand,364004,1929
11/11/2019,Yamia,Barling,Mechanicals,Raw Materials,No Impact,Foreign Material,494083,3088
21/07/2019,Browseblab,Hingham,Packaging,Raw Materials,Rejected,Wrong Shade of Color,228376,3294
27/09/2019,Realpoint,Bruce Crossing,Mechanicals,Raw Materials,No Impact,Not Certified,853322,750
19/01/2018,Realbridge,Savannah,Mechanicals,Raw Materials,No Impact,Incorrect Labeling,210573,4278
19/07/2019,Tekfly,Clay,Mechanicals,Raw Materials,No Impact,Not Certified,193859,3138
